,date,ozone,temperature,relative_humidity,numdeaths
60,2002-03-01,16.34319305,3.606250048,80.65000153,152
61,2002-03-02,21.50690842,3.849999905,69.40000153,165
62,2002-03-03,17.56430817,6.587500095,77.82499695,162
63,2002-03-04,22.55617332,6.9375,68.22499847,186
64,2002-03-05,12.14976501,7.931250095,68.90000153,195
65,2002-03-06,46.30099869,8.587499619,75.15000153,184
66,2002-03-07,42.74446106,11.69999981,54.02500153,169
67,2002-03-08,29.88905525,9.487500191,69.875,138
68,2002-03-09,50.54545593,7.318749905,52.82499695,150
69,2002-03-10,57.18181992,6.675000191,70.07499695,141
70,2002-03-11,38.09090805,9.943750381,81.77500153,185
71,2002-03-12,10.909091,8.862500191,82.34999847,179
72,2002-03-13,52.54545593,6.237499714,76.09999847,157
73,2002-03-14,47.09090805,5.168749809,73.15000153,163
74,2002-03-15,4.422968388,6.5625,93.77500153,182
75,2002-03-16,27.63636398,10.47500038,74.75,177
76,2002-03-17,37.18181992,11.19375038,79.3999939,206
77,2002-03-18,54,9.412500381,83.77500153,164
78,2002-03-19,34.90909195,9.418749809,72.52500153,156
79,2002-03-20,33.36363602,11.35624981,85.72499847,180
80,2002-03-21,36,12.82499981,69.44999695,168
81,2002-03-22,25.63636398,11.86250019,72.80000305,135
82,2002-03-23,41.63636398,9.462499619,60.57500076,166
83,2002-03-24,38.81818008,8.03125,54.47499847,151
84,2002-03-25,29.004776,8.949999809,60.47499847,165
85,2002-03-26,37.87185287,9.050000191,61.65000153,158
86,2002-03-27,27.72727203,6.78125,61.89999771,165
87,2002-03-28,19.18181801,7.474999905,50.27500153,161
88,2002-03-29,20.45454597,9.243749619,49.40000153,170
89,2002-03-30,41.27272797,10.16250038,49.70000076,161
90,2002-03-31,52.63636398,9.893750191,81.25,132
91,2002-04-01,65,12.01379681,64.84999847,151
92,2002-04-02,38.72727203,12.69999981,57.90000153,167
93,2002-04-03,35.27344131,15.60624981,40.75,161
94,2002-04-04,28.86170578,12.83124924,57,177
95,2002-04-05,29.88845444,11.01875019,61.45000076,154
96,2002-04-06,70.45454407,8.918749809,41.10096359,160
97,2002-04-07,75.90908813,8.006250381,56.5,135
98,2002-04-08,62.54545593,9.193750381,56.57500076,180
99,2002-04-09,53.18181992,6.5,69.97499847,171
100,2002-04-10,81.1818161,8.5625,45.42499924,158
101,2002-04-11,59.45454407,8.081250191,48.77500153,162
102,2002-04-12,71.8181839,7.681250095,49.40000153,143
103,2002-04-13,57.18181992,7.181250095,57.40000153,127
104,2002-04-14,36,6.875,55.29999924,147
105,2002-04-15,17.54545403,8.681249619,69.625,153
106,2002-04-16,35.09090805,9.050000191,45.59999847,146
107,2002-04-17,47.54545593,9.518750191,53.75,150
108,2002-04-18,40.90909195,9.125,60.69999695,134
109,2002-04-19,24,9.59375,63.625,150
110,2002-04-20,31.63636398,10.30000019,52.59999847,152
111,2002-04-21,58.54545593,12.89375019,49.82499695,178
112,2002-04-22,51.90909195,14.34375,56.95000076,147
113,2002-04-23,35.72727203,15.29374981,60.52500153,174
114,2002-04-24,22.19387436,15.73124981,68.05000305,151
115,2002-04-25,37.62573624,13.16249943,54.5,143
116,2002-04-26,47.45454407,11.36250019,85.375,153
117,2002-04-27,54.38014221,9.712499619,49.45000076,161
118,2002-04-28,71.35533905,11.15625,67.875,140
119,2002-04-29,60.96311188,10.00625038,56.04999924,151
120,2002-04-30,54.36363602,9.862500191,88.57499695,145
121,2002-05-01,45.02521896,10.77578545,51.45000076,127
122,2002-05-02,25.72716522,10.1875,55.70000076,154
123,2002-05-03,35.45454407,10.48124981,57.27500153,161
124,2002-05-04,55,9.100000381,58.65000153,139
125,2002-05-05,63.45454407,7.631249905,54.47499847,143
126,2002-05-06,56.45454407,10.73750019,75.47499847,157
127,2002-05-07,33.36363602,12.63749981,76.22499847,147
128,2002-05-08,45.18181992,11.35624981,75.34999847,147
129,2002-05-09,47.18181992,10.45625019,81.92500305,142
130,2002-05-10,31.54545403,13.10000038,77.05000305,151
131,2002-05-11,43.27272797,13.76249981,66.92499542,155
132,2002-05-12,39.45454407,12.95625019,72,133
133,2002-05-13,49.63636398,12.21249962,88.22499847,136
134,2002-05-14,67.63636017,13.23124981,58.52500153,160
135,2002-05-15,53.18181992,14.72500038,61.07500076,165
136,2002-05-16,43,16.66250038,51.22499847,149
137,2002-05-17,61.81818008,18.49374962,55.34999847,139
138,2002-05-18,53.81818008,15.08124924,73.125,152
139,2002-05-19,66.45454407,15.03750038,60.17499924,124
140,2002-05-20,48.27272797,15.64374924,64,160
141,2002-05-21,62.44443512,15.36874962,66.84999847,154
142,2002-05-22,62.96246719,15.13749981,61.60000229,142
143,2002-05-23,62.16363525,14.5,56.84999847,149
144,2002-05-24,63.6565361,13.90625,75.42500305,155
145,2002-05-25,67.82931519,12.77499962,50.92499924,146
146,2002-05-26,65.44203949,11.02499962,76.57499695,138
147,2002-05-27,47.42359543,11.60624981,63.02500153,155
148,2002-05-28,48,12.30000019,77.34999847,172
149,2002-05-29,52.72727203,13,53.875,147
150,2002-05-30,48.54545593,13.14375019,61.72499847,133
151,2002-05-31,43.45454407,14.05723,54.04999924,161
152,2002-06-01,54.45454407,15.73750019,43.95000076,143
153,2002-06-02,71.1818161,18.25625038,43.22499847,148
154,2002-06-03,65.63636017,16.01874924,68.59999847,144
155,2002-06-04,48.54545593,12.72500038,64.92500305,155
156,2002-06-05,21.17158127,12.35000038,89.77500153,157
157,2002-06-06,14.7974062,14.71875,88.15000153,171
158,2002-06-07,23.72948837,14.41874981,90.02500153,145
159,2002-06-08,29.98390961,13.875,75.52500153,133
160,2002-06-09,44.01698303,13.43124962,80.5,121
161,2002-06-10,41.50978851,12.98750019,69.34999847,162
162,2002-06-11,42.10972214,13.375,55.09999847,148
163,2002-06-12,34.27609253,14.3125,68.65000153,155
164,2002-06-13,36.36954498,15.18124962,69.625,131
165,2002-06-14,26.80996323,17.93124962,75.52500153,150
166,2002-06-15,51.67974472,17.04375076,61.875,162
167,2002-06-16,37.45594406,17.82500076,84.09999847,168
168,2002-06-17,33.7910614,20.70000076,60.77500153,164
169,2002-06-18,39.36165237,18.76250076,63.04999924,156
170,2002-06-19,49.6018219,16.14999962,47.22499847,148
171,2002-06-20,39.43971634,17.64374924,57.09999847,135
172,2002-06-21,45.29710388,16.67499924,56.67499924,128
173,2002-06-22,49.58920288,15.96875,61,136
174,2002-06-23,51.81140137,15.58749962,52.20000076,148
175,2002-06-24,45.2311058,15.375,47.65000153,150
176,2002-06-25,31.69194031,15.19375038,56.04999924,141
177,2002-06-26,41.54412842,16.92499924,50,150
178,2002-06-27,45.42430115,14.86874962,49.375,144
179,2002-06-28,39.72727203,13.4375,48.42499924,133
180,2002-06-29,46.18181992,13.83750057,48.20000076,148
181,2002-06-30,41.27272797,15.10000038,63.29999924,159
182,2002-07-01,37.90909195,14.48750019,72.77500153,148
183,2002-07-02,33.63636398,13.88125038,62.19999695,162
184,2002-07-03,21.90909004,14.16874981,76.375,149
185,2002-07-04,40.63636398,14.56875038,52.625,133
186,2002-07-05,21.90909004,15.53749943,86.77500153,167
187,2002-07-06,41.09090805,16.28750038,70.09999847,140
188,2002-07-07,36.81818008,16.40625,84.15000153,140
189,2002-07-08,22.09090996,16.59375,88.15000153,159
190,2002-07-09,23.45454597,17.38125038,79.34999847,140
191,2002-07-10,29,14.44375038,67.5,118
192,2002-07-11,32.27272797,14.96875,59.875,139
193,2002-07-12,17.90909004,13.75,70.22499847,157
194,2002-07-13,37,16.19375038,48.59999847,140
195,2002-07-14,53.36363602,17.76250076,42.72499847,163
196,2002-07-15,38.27272797,18.86249924,47.22499847,155
197,2002-07-16,27,20.08124924,58.02500153,142
198,2002-07-17,34.63636398,17.21875,59.92499924,136
199,2002-07-18,32.45454407,18.41250038,57.20000076,148
200,2002-07-19,34.90909195,18.375,49.42499924,156
201,2002-07-20,44.09090805,18.27499962,56.5,135
202,2002-07-21,32.09090805,14.91250038,64.19999695,136
203,2002-07-22,30.09090996,15.78125,56.70000076,161
204,2002-07-23,22.45454597,17.22500038,78.92499542,139
205,2002-07-24,33.81818008,17.16875076,63.09999847,136
206,2002-07-25,25.27272797,16.9375,68.30000305,169
207,2002-07-26,28.54545403,21.47500038,62.55000305,148
208,2002-07-27,32.54545593,19.99374962,68.30000305,149
209,2002-07-28,63.09090805,22.94375038,56.34999847,166
210,2002-07-29,67.27272797,24.53125,58.52500153,172
211,2002-07-30,39.41067123,21.75624847,71.30000305,199
212,2002-07-31,29.13905716,19.29375076,87.52500153,157
213,2002-08-01,21.51224518,16.77499962,68.77500153,123
214,2002-08-02,32.0085907,17.44375038,56.97499847,158
215,2002-08-03,26.60680199,16.92499924,74.34999847,141
216,2002-08-04,37.81818008,17.00625038,82,153
217,2002-08-05,35.27272797,16.30624962,82.77500153,144
218,2002-08-06,35.36363602,18.92499924,71.02500153,156
219,2002-08-07,31.49412918,20.34375,56.75,138
220,2002-08-08,14.10308266,17.5625,80.72499847,139
221,2002-08-09,21.45728683,16.91875076,78.47499847,127
222,2002-08-10,24.45879173,17.98749924,72.47499847,137
223,2002-08-11,29.82882118,17.64374924,72.67499542,115
224,2002-08-12,23.26256943,18.25625038,64.67500305,140
225,2002-08-13,13.96919632,18.79375076,67.55000305,158
226,2002-08-14,28.83106041,20.00625038,63.07499695,151
227,2002-08-15,42.4076767,22.26874924,56.65000153,154
228,2002-08-16,38.81874084,21.24374962,56.57500076,158
229,2002-08-17,55.3443718,22.26875114,54.375,161
230,2002-08-18,38.52335358,21.17499924,64.72499847,149
231,2002-08-19,27.13818932,21.38750076,67.80000305,154
232,2002-08-20,19.12059593,19.01250076,75.97499847,130
233,2002-08-21,27.92226791,18.125,55.70000076,147
234,2002-08-22,24.16841698,18.1875,54.97499847,158
235,2002-08-23,26.15047646,18,60.82500076,117
236,2002-08-24,26.63636398,18.38750076,57.40000153,144
237,2002-08-25,35,17.91250038,70.27500153,129
238,2002-08-26,34.45454407,14.74374962,79.67500305,139
239,2002-08-27,42.81818008,17.35625076,74.09999847,152
240,2002-08-28,44.81818008,18.47500038,64.27500153,127
241,2002-08-29,10.909091,18.38125038,75.5,134
242,2002-08-30,14.090909,18.875,77.07499695,124
243,2002-08-31,34.45454407,16.59375,50.29999924,125
244,2002-09-01,35.63636398,14.53125,52.94999695,137
245,2002-09-02,31,15.70625019,54.90000153,136
246,2002-09-03,30.95151329,18.60000038,61.92499924,141
247,2002-09-04,29.51965714,16.20000076,60.29999924,169
248,2002-09-05,35.36363602,16.90625,65.94999695,169
249,2002-09-06,42.63636398,18.53125,65.71221924,167
250,2002-09-07,38.63636398,16.58749962,66.34999847,142
251,2002-09-08,24.45454597,15.35000038,66.07499695,138
252,2002-09-09,16.54545403,13.51875019,90.67499542,168
253,2002-09-10,24.27272797,14.94999981,59.67499924,140
254,2002-09-11,27.63636398,15.21249962,58.29999924,153
255,2002-09-12,37.72727203,18.23749924,67.875,140
256,2002-09-13,42.69220734,18.42499924,57.02499771,148
257,2002-09-14,63.59606934,16.13125038,65.875,152
258,2002-09-15,66.22437286,15.83125019,58.22499847,137
259,2002-09-16,42.89957428,13.48124981,61,126
260,2002-09-17,34.91343689,14.43124962,68.82499695,132
261,2002-09-18,31.04747009,14.375,64.47499847,142
262,2002-09-19,25.62163544,15.5625,62.70000076,144
263,2002-09-20,24.90909004,15.39375019,58.97499847,154
264,2002-09-21,26.36363602,15.23750019,56.34999847,128
265,2002-09-22,43.81818008,14.32499981,66.65000153,146
266,2002-09-23,38.54545593,14.02499962,54.625,165
267,2002-09-24,29.90909004,12.53125,53.42499924,131
268,2002-09-25,21.54545403,12.76249981,62.59999847,145
269,2002-09-26,27.4171505,14.09375,59.32499695,141
270,2002-09-27,4.451012611,11.96875,76.77500153,149
271,2002-09-28,13.18756104,13.42500019,66.57499695,132
272,2002-09-29,21.63998604,14.36250019,61.45000076,153
273,2002-09-30,15.06890011,14.73124981,57.95000076,158
274,2002-10-01,9.411253929,15.36250019,64.97499847,165
275,2002-10-02,15.06444454,16.71875,77.22499847,159
276,2002-10-03,21.65012932,16.375,65.5,161
277,2002-10-04,10.91759491,12.58125019,61.27500153,140
278,2002-10-05,17.45454597,13.01875019,75,128
279,2002-10-06,35.54545593,14.53125,61.77500153,132
280,2002-10-07,11.36363602,13.58749962,59.79999924,135
281,2002-10-08,16.36363602,13.25,62.02500153,145
282,2002-10-09,12.090909,11.55000019,68.80000305,127
283,2002-10-10,11.63636398,12.5625,74.44999695,161
284,2002-10-11,11.090909,11.61874962,68.94999695,148
285,2002-10-12,10.81818199,11.71875,77.05000305,158
286,2002-10-13,15.18181801,8.09375,85.22499847,164
287,2002-10-14,10,10.08749962,90.67500305,146
288,2002-10-15,20.54545403,11,89.625,152
289,2002-10-16,15,9.806249619,74.42500305,155
290,2002-10-17,9.181818008,7.399999619,69.125,167
291,2002-10-18,6.909090996,6.493750095,76.90000153,140
292,2002-10-19,12.63636398,6.150000095,64.80000305,148
293,2002-10-20,11.27272701,7.512499809,74.77500153,153
294,2002-10-21,18.09090996,11.78125,84.19999695,181
295,2002-10-22,34.18181992,14.14375019,89.875,174
296,2002-10-23,37.18181992,10.21875,55.84999847,151
297,2002-10-24,19,7.387499809,68.84999847,160
298,2002-10-25,43.72727203,11.97500038,78.79999542,170
299,2002-10-26,48.18181992,11.98124981,50.67499924,165
300,2002-10-27,58.27272797,12.125,50.375,163
301,2002-10-28,26.72727203,9.3125,60.84999847,169
302,2002-10-29,19.18181801,10.92500019,67.65000153,163
303,2002-10-30,5.741790771,10.69375038,89.15000153,148
304,2002-10-31,2.958305836,11.59870148,81.72499847,167
305,2002-11-01,17.53537178,12.76171303,91.94999695,155
306,2002-11-02,16.7495575,12.5696106,93.80000305,147
307,2002-11-03,40.55965805,11.98416138,68.875,150
308,2002-11-04,15.18181801,10.1935091,71.75,138
309,2002-11-05,14.18181801,10.41512871,88.25,171
310,2002-11-06,25.45454597,11.61286163,91.15000153,143
311,2002-11-07,22.18181801,7.681849957,64.15000153,157
312,2002-11-08,21.81818199,9.051823616,92.125,153
313,2002-11-09,15.72727299,10.13593864,76.65000153,144
314,2002-11-10,16.90909004,11.15638542,91.47499847,162
315,2002-11-11,27.63636398,10.55719852,70.82499695,142
316,2002-11-12,32.54545593,10.73537254,81.92500305,167
317,2002-11-13,26.45454597,10.17208958,79.47499847,142
318,2002-11-14,41.09090805,10.8205452,74.625,168
319,2002-11-15,14.72727299,10.40795231,80.65000153,145
320,2002-11-16,3,8.59532547,91.6000061,163
321,2002-11-17,2,7.674994469,93.70000458,134
322,2002-11-18,3,6.03487587,84.47499847,158
323,2002-11-19,9.363636017,7.374887466,83.65000153,154
324,2002-11-20,12.63636398,8.987296104,86.5,146
325,2002-11-21,16.90909004,9.950872421,89.22499847,190
326,2002-11-22,34.54545593,9.536603928,85.875,142
327,2002-11-23,23.90909004,9.116422653,82.34999847,171
328,2002-11-24,13.54545498,8.161081314,86.22499847,139
329,2002-11-25,2.636363745,6.490982533,94.84999847,152
330,2002-11-26,9.909090996,8.352772713,85.32499695,146
331,2002-11-27,26.72727203,9.037367821,76.75,166
332,2002-11-28,20.54545403,10.59282684,83.17500305,159
333,2002-11-29,8.545454979,8.267442703,89.34999847,167
334,2002-11-30,11.18181801,8.987290382,86.72499847,155
335,2002-12-01,46,9.657979965,77.52500153,153
336,2002-12-02,38.72727203,9.037143707,64.17500305,165
337,2002-12-03,11.72727299,8.366567612,84.02500153,145
338,2002-12-04,8.181818008,7.574921131,84.82499695,169
339,2002-12-05,13.72727299,6.026449203,76.75,158
340,2002-12-06,13,6.511501312,86.55000305,147
341,2002-12-07,22.36363602,4.834760189,88.47499847,153
342,2002-12-08,12.45454502,3.443514824,89.72499847,165
343,2002-12-09,14.72727299,3.536174774,69.22499847,173
344,2002-12-10,12.090909,1.824148417,79.42500305,168
345,2002-12-11,4.818181992,2.323667049,81.02500153,184
346,2002-12-12,2.090909004,3.743466854,88.94999695,185
347,2002-12-13,2.181818247,5.255958557,95.1000061,174
348,2002-12-14,2.727272749,6.525855064,91.75,171
349,2002-12-15,2.727272749,6.554373741,94.27500153,180
350,2002-12-16,4.272727489,6.004982471,90.59999847,194
351,2002-12-17,11.27272701,4.135878563,83.52500153,195
352,2002-12-18,10.909091,3.394062042,73.34999847,159
353,2002-12-19,5,3.964957237,78,196
354,2002-12-20,2,3.69407177,92.75,181
355,2002-12-21,2.545454502,7.332499981,95.55000305,189
356,2002-12-22,23.81818199,9.979187965,85.27500153,192
357,2002-12-23,16.45454597,10.17910957,93.59999847,197
358,2002-12-24,39.90909195,11.52743816,83.92500305,187
359,2002-12-25,41.36363602,10.32869816,85.94999695,179
360,2002-12-26,52.63636398,10.58566952,85.57499695,180
361,2002-12-27,37.63636398,10.86401939,84.52500153,168
362,2002-12-28,15.45454502,8.445465088,76.72499847,180
363,2002-12-29,32,9.401427269,93.40000153,184
364,2002-12-30,27.54545403,9.615148544,92.42500305,177
365,2002-12-31,15.54545498,5.897704124,81.17500305,164
366,2003-01-01,33,7.952795982,93.07499695,154
367,2003-01-02,40.90909195,9.422472,87.625,169
368,2003-01-03,24,5.833695412,83.875,173
369,2003-01-04,28.18181801,2.031036139,75.40000153,169
370,2003-01-05,7.909090996,0.989909291,86.92500305,162
371,2003-01-06,19.72727203,1.153622627,70.82499695,181
372,2003-01-07,18.81818199,-0.458902478,79.30000305,181
373,2003-01-08,7.390156746,-1.400506854,86.43121338,173
374,2003-01-09,25.81818199,0.325462878,83.37641907,202
375,2003-01-10,16.90909004,2.237598658,86.67500305,190
376,2003-01-11,10,0.661301374,81.34999847,194
377,2003-01-12,6.636363506,0.476670057,78.76779938,176
378,2003-01-13,28.87714767,5.969488621,83.67673492,175
379,2003-01-14,44.28858566,9.00888443,73.37295532,195
380,2003-01-15,35.86893463,8.52364254,75.86534119,179
381,2003-01-16,24.71502304,6.326777458,80.23298645,197
382,2003-01-17,32.35208511,6.205174923,88.57360077,178
383,2003-01-18,27.45454597,5.877340317,82.25,152
384,2003-01-19,37,7.225035667,85.30000305,188
385,2003-01-20,49.09090805,7.524878979,89.72499847,191
386,2003-01-21,40.63636398,7.988444805,82.25,211
387,2003-01-22,20.72727203,7.060965061,81.07499695,184
388,2003-01-23,21.09090996,5.983986855,70.52500153,177
389,2003-01-24,11.27272701,4.71465826,77.09999847,192
390,2003-01-25,34.81818008,8.50955677,72,192
391,2003-01-26,16.36363602,8.880582809,89.875,174
392,2003-01-27,16.54545403,11.23586845,78.375,162
393,2003-01-28,46.81818008,7.396282673,71.72499847,161
394,2003-01-29,42.63636398,4.934603691,58.57500076,155
395,2003-01-30,38.27272797,1.538944602,75.16146851,157
396,2003-01-31,24.90909004,0.261618316,74.26716614,163
397,2003-02-01,20.31149864,3.343789816,85.25,179
398,2003-02-02,45.36363602,4.942435265,77.625,176
399,2003-02-03,37.54545593,4.941955566,60.02500153,168
400,2003-02-04,29.59698868,2.502043247,66.15000153,195
401,2003-02-05,19.41637611,1.596268892,71.47499847,168
402,2003-02-06,11.27272701,1.974992275,81.27500153,170
403,2003-02-07,11.63636398,6.783344746,85.52500153,157
404,2003-02-08,32.54545593,9.20129776,83.07499695,192
405,2003-02-09,34.63636398,7.681726456,88.40000153,161
406,2003-02-10,14.54545498,5.784592152,85.9750061,176
407,2003-02-11,14.18181801,5.834092617,91.72499847,157
408,2003-02-12,7.272727489,6.068861961,93.80000305,167
409,2003-02-13,14.45454502,2.245091677,63.79999924,167
410,2003-02-14,8.545454979,1.160514832,72.75,177
411,2003-02-15,25,1.210724711,75.8476944,161
412,2003-02-16,26.72727203,2.030890942,65.81754303,168
413,2003-02-17,26.63636398,1.674256921,69.55000305,163
414,2003-02-18,8.545454979,1.018582344,62.91838074,200
415,2003-02-19,8.363636017,1.389432549,56.45262146,180
416,2003-02-20,10.27272701,4.949803829,68.125,191
417,2003-02-21,8.640566826,6.470046997,67.72499847,163
418,2003-02-22,5.713038445,4.849207878,69.20000458,199
419,2003-02-23,25.25021744,7.646997452,73.44999695,164
420,2003-02-24,13.05287647,9.038275719,74,163
421,2003-02-25,15.13353348,8.10270977,56.59999847,173
422,2003-02-26,12.6477499,9.801095009,57,152
423,2003-02-27,22.53475189,10.06530285,60.09999847,177
424,2003-02-28,40.08797836,9.080005646,89.25,184
425,2003-03-01,36.2517395,8.181207657,89.65000153,153
426,2003-03-02,31.28150749,8.138598442,69,192
427,2003-03-03,20.38083649,5.68540287,70.69999695,183
428,2003-03-04,34.10757065,9.77212429,82.97499847,162
429,2003-03-05,34.03966522,10.4359808,74.34999847,163
430,2003-03-06,26.38176727,7.710549831,66.97499847,167
431,2003-03-07,45.74433899,7.52498436,85.22499847,151
432,2003-03-08,63.45454407,8.109697342,76.25,163
433,2003-03-09,76.09091187,10.69932556,68.02500153,176
434,2003-03-10,56.54545593,10.2357502,73.15000153,179
435,2003-03-11,51.81818008,10.20036221,68.92500305,158
436,2003-03-12,44.27272797,7.225316525,73.32499695,184
437,2003-03-13,57.72727203,6.639889717,59.02500153,148
438,2003-03-14,34,6.333245754,48.75,170
439,2003-03-15,25.39037514,6.418832302,56,161
440,2003-03-16,19.7232132,7.846549034,50.77500153,144
441,2003-03-17,21.15841675,8.117267609,52.54999924,158
442,2003-03-18,47.59362793,7.874027252,60.625,138
443,2003-03-19,10.54545498,7.882236004,63.15000153,191
444,2003-03-20,19,8.232480049,51.17499924,184
445,2003-03-21,17.09090996,6.604307175,71.625,160
446,2003-03-22,16.54545403,6.976343632,61.90000153,155
447,2003-03-23,31.63636398,10.12272358,47.54999924,163
448,2003-03-24,49.54545593,11.82115364,60.52500153,177
449,2003-03-25,28.27272797,11.27840996,64.19999695,190
450,2003-03-26,23.36363602,10.94276047,60.92499924,177
451,2003-03-27,26.54545403,10.7713871,51.52500153,169
452,2003-03-28,25.09090996,9.108553886,73.5,167
453,2003-03-29,9.181818008,11.29186249,66.22499847,137
454,2003-03-30,38.72727203,11.61285019,52.625,146
455,2003-03-31,39.55269623,8.573560715,44.02668762,171
456,2003-04-01,43.87638855,7.838785172,79.18374634,175
457,2003-04-02,46.9078064,7.709984779,54.35504913,156
458,2003-04-03,32.36363602,7.73886013,51.57500076,167
459,2003-04-04,31.81818199,12.54088402,57.70000076,165
460,2003-04-05,58.09090805,11.74120522,45.32500076,135
461,2003-04-06,55,8.145507813,65,143
462,2003-04-07,41.92180634,5.063027859,46.77500153,162
463,2003-04-08,34.8325119,4.050600529,43.42499924,168
464,2003-04-09,33.81818008,3.614665508,54.65000153,158
465,2003-04-10,36.3239975,3.99265027,73.05000305,189
466,2003-04-11,22.48526573,4.557487965,61.125,179
467,2003-04-12,35.05506516,7.347164631,46.52500153,177
468,2003-04-13,40.19482422,11.26380157,50.29999924,156
469,2003-04-14,16.33242989,14.45975494,49.875,165
470,2003-04-15,19.7885437,16.62955093,43.07500076,165
471,2003-04-16,39.89606857,16.99360085,34.70000076,168
472,2003-04-17,54.45454407,15.44394302,38.80000305,154
473,2003-04-18,85,14.82985783,37.42499924,160
474,2003-04-19,74.72727203,8.130929947,60.625,143
475,2003-04-20,73.63636017,10.3570118,58.82500076,146
476,2003-04-21,64.36363983,12.24038792,60.52500153,155
477,2003-04-22,55.09090805,11.4925642,54.07499695,149
478,2003-04-23,48.73524857,11.9628067,39.72499847,186
479,2003-04-24,38.36034393,10.84970188,70.59999847,181
480,2003-04-25,35.06514359,14.01073074,62.70000076,172
481,2003-04-26,59.16428375,12.17624092,66.80000305,151
482,2003-04-27,88.1818161,13.00410938,57.47499847,155
483,2003-04-28,52.72727203,12.32648468,89.30000305,169
484,2003-04-29,68,12.74722099,61.19999695,151
485,2003-04-30,62.27272797,13.0897541,62.5,136
486,2003-05-01,66.23186493,12.26249981,68.69999695,143
487,2003-05-02,52.54545593,11.75,72.52500153,154
488,2003-05-03,64.8181839,11.80624962,62.02500153,150
489,2003-05-04,68.90908813,15.25624943,43.625,157
490,2003-05-05,75.1818161,14.03749943,51.67499924,149
491,2003-05-06,35.72727203,11.26875019,46.20000076,148
492,2003-05-07,45.81818008,12.63749981,43.07500076,132
493,2003-05-08,34.63636398,11.50625038,61.65000153,142
494,2003-05-09,41.09090805,12.92500019,50.59999847,142
495,2003-05-10,53.90909195,10.56875038,57.75,132
496,2003-05-11,53.45454407,10.68124962,68.22499847,146
